price,rating,Dual_Sim,4G,5G,Vo5G,NFC,IR_Blaster,Processor_Brand,Processor_Series,Core_Count,Clock_Speed_GHz,Performance_Tier,RAM Size GB,Storage Size GB,RAM Tier,battery_capacity,fast_charging_power,Screen_Size,Resolution_Width,Resolution_Height,Refresh_Rate,Notch_Type,primary_rear_camera_mp,num_rear_cameras,primary_front_camera_mp,num_front_cameras,memory_card_support,memory_card_size,os_name,os_version,brand,NFC_encoded,memory_card_support_encoded,5G_encoded,os_version_major,os_version_minor,os_version_patch,RAM Tier_encoded
non-expensive,77.0,yes,yes,no,no,no,no,helio,96.0,8.0,2.05,unknown,6.0,128.0,mid-range,5000.0,18,6.6,1080.0,2412.0,120.0,punch hole,50.0,3.0,16.0,1.0,yes,256.0,android,11,realme,0,1,0,11,0,0,2.0
expensive,82.0,yes,yes,yes,no,yes,no,snapdragon,1215.9783989834816,8.0,3.2,unknown,8.0,128.0,high-end,5000.0,80,6.67,1080.0,2400.0,144.0,punch hole,64.0,2.0,16.0,1.0,yes,1024.0,android,12,nubia,1,1,1,12,0,0,3.0
expensive,80.0,yes,yes,yes,no,yes,yes,kirin,990.0,8.0,2.86,unknown,8.0,512.0,high-end,4500.0,55,8.0,2200.0,2480.0,60.0,no notch,50.0,0.0,16.0,0.0,yes,1024.0,android,12,huawei,1,1,1,12,0,0,3.0
expensive,89.0,yes,yes,yes,no,yes,no,snapdragon,1215.9783989834816,8.0,3.2,flagship,12.0,256.0,flagship,5000.0,100,6.7,1440.0,3216.0,120.0,punch hole,50.0,3.0,16.0,1.0,no,1024.0,android,13,oneplus,1,0,1,13,0,0,4.0
non-expensive,82.0,yes,yes,yes,no,no,no,dimensity,900.0,8.0,2.4,unknown,8.0,128.0,high-end,5000.0,66,6.0,1080.0,2400.0,120.0,punch hole,50.0,3.0,50.0,2.0,no,1024.0,android,12,vivo,0,0,1,12,0,0,3.0
expensive,84.0,yes,yes,yes,no,yes,no,snapdragon,695.0,8.0,2.2,mid-range,8.0,128.0,high-end,4020.0,68,6.28,1080.0,2400.0,120.0,punch hole,64.0,2.0,32.0,1.0,yes,1024.0,android,12,motorola,1,1,1,12,0,0,3.0
non-expensive,84.0,yes,yes,yes,no,yes,no,dimensity,1300.0,8.0,2.4,unknown,8.0,128.0,high-end,4500.0,80,6.43,1080.0,2400.0,90.0,punch hole,50.0,3.0,32.0,1.0,yes,1024.0,android,12,oneplus,1,1,1,12,0,0,3.0
expensive,85.0,yes,yes,yes,no,no,no,snapdragon,765.0,8.0,2.4,high-end,8.0,128.0,high-end,4300.0,33,6.44,1080.0,2400.0,60.0,small notch,64.0,1.0,44.0,2.0,yes,1024.0,android,12,vivo,0,1,1,12,0,0,3.0
expensive,87.0,yes,yes,yes,no,yes,no,snapdragon,1215.9783989834816,8.0,2.4,unknown,8.0,256.0,high-end,3750.0,25,6.1,1080.0,2340.0,120.0,punch hole,50.0,3.0,10.0,1.0,yes,1024.0,android,12,samsung,1,1,1,12,0,0,3.0
expensive,89.0,yes,yes,yes,no,yes,no,snapdragon,888.0,8.0,2.84,unknown,16.0,512.0,flagship,5000.0,120,6.5,1080.0,2400.0,144.0,no notch,64.0,2.0,20.0,1.0,yes,1024.0,android,12,lenovo,1,1,1,12,0,0,4.0
non-expensive,84.0,yes,yes,no,no,yes,no,helio,95.0,8.0,2.4,unknown,8.0,256.0,high-end,5750.0,33,6.78,1080.0,2400.0,60.0,punch hole,64.0,3.0,16.0,1.0,yes,1024.0,android,12,oukitel,1,1,0,12,0,0,3.0
non-expensive,81.0,yes,yes,yes,no,no,no,dimensity,920.0,8.0,2.5,unknown,6.0,128.0,mid-range,5000.0,33,6.4,1080.0,2400.0,90.0,punch hole,48.0,3.0,16.0,1.0,yes,256.0,android,12,realme narzo,0,1,1,12,0,0,2.0
non-expensive,83.0,yes,yes,yes,no,no,no,dimensity,920.0,8.0,2.5,unknown,8.0,128.0,high-end,4200.0,44,6.44,1080.0,2400.0,90.0,small notch,64.0,3.0,50.0,2.0,no,1024.0,android,12,vivo,0,0,1,12,0,0,3.0
expensive,82.0,yes,yes,yes,no,yes,no,snapdragon,870.0,8.0,3.2,flagship,8.0,128.0,high-end,5000.0,65,6.62,2400.0,1080.0,120.0,punch hole,64.0,3.0,16.0,1.0,yes,1024.0,android,12,realme,1,1,1,12,0,0,3.0
non-expensive,83.0,yes,yes,no,no,yes,no,helio,99.0,8.0,2.2,mid-range,8.0,256.0,high-end,5000.0,66,6.67,1080.0,2400.0,120.0,punch hole,50.0,3.0,16.0,1.0,yes,1024.0,android,13,oppo,1,1,0,13,0,0,3.0
non-expensive,74.0,yes,yes,no,no,yes,no,other,1215.9783989834816,8.0,2.4,unknown,8.0,128.0,high-end,5750.0,0,6.5,1080.0,2400.0,60.0,water drop notch,64.0,3.0,32.0,1.0,yes,1024.0,android,12,samsung,1,1,0,12,0,0,3.0
expensive,80.0,yes,yes,yes,no,yes,no,exynos,990.0,8.0,2.73,unknown,8.0,128.0,high-end,4500.0,25,6.7,1440.0,3200.0,60.0,punch hole,64.0,1.0,10.0,1.0,yes,1024.0,android,10,samsung,1,1,1,10,0,0,3.0
non-expensive,69.0,yes,yes,no,no,no,no,helio,35.0,8.0,2.3,unknown,4.0,64.0,mid-range,5000.0,18,6.51,720.0,1600.0,60.0,water drop notch,13.0,2.0,8.0,1.0,yes,1024.0,android,11,vivo,0,1,0,11,0,0,2.0
non-expensive,74.0,yes,yes,no,no,no,no,helio,96.0,8.0,2.05,unknown,4.0,64.0,mid-range,5000.0,18,6.6,1080.0,2412.0,120.0,punch hole,50.0,3.0,16.0,1.0,yes,256.0,android,11,realme,0,1,0,11,0,0,2.0
expensive,89.0,yes,yes,yes,no,no,no,dimensity,920.0,8.0,2.5,unknown,8.0,256.0,high-end,4500.0,180,6.8,1080.0,2400.0,120.0,punch hole,200.0,3.0,32.0,1.0,yes,1024.0,android,12,infinix,0,1,1,12,0,0,3.0
expensive,75.0,yes,yes,yes,no,yes,no,bionic,14.0,6.0,3.1,unknown,4.0,128.0,mid-range,5000.0,0,6.58,1080.0,2400.0,90.0,unknown,50.0,0.0,16.0,0.0,yes,1024.0,android,12,apple,1,1,1,12,0,0,2.0
non-expensive,77.0,yes,yes,yes,no,no,yes,dimensity,700.0,8.0,2.2,unknown,6.0,128.0,mid-range,5000.0,18,6.58,1080.0,2408.0,90.0,water drop notch,50.0,2.0,5.0,1.0,yes,512.0,android,12,xiaomi,0,1,1,12,0,0,2.0
non-expensive,68.0,yes,yes,no,no,no,no,snapdragon,460.0,8.0,1.8,budget,4.0,64.0,mid-range,5000.0,18,6.52,720.0,1600.0,90.0,punch hole,13.0,3.0,8.0,1.0,yes,256.0,android,10,oneplus,0,1,0,10,0,0,2.0
expensive,80.0,yes,yes,yes,no,yes,no,snapdragon,8.0,8.0,3.2,unknown,8.0,256.0,high-end,5000.0,67,7.1,1792.0,1920.0,120.0,punch hole,50.0,0.0,16.0,0.0,yes,1024.0,android,12,oppo,1,1,1,12,0,0,3.0
non-expensive,75.0,yes,yes,no,no,no,no,exynos,850.0,8.0,2.4,unknown,6.0,128.0,mid-range,5750.0,15,6.6,1080.0,2400.0,60.0,water drop notch,50.0,3.0,8.0,1.0,yes,1024.0,android,12,samsung,0,1,0,12,0,0,2.0
non-expensive,76.0,yes,yes,no,no,no,yes,snapdragon,720.0,8.0,2.3,high-end,4.0,64.0,mid-range,5020.0,18,6.67,1080.0,2400.0,60.0,punch hole,48.0,1.0,16.0,1.0,yes,512.0,android,10.0,xiaomi,0,1,0,10,0,0,2.0
non-expensive,62.25,yes,yes,no,no,no,no,helio,35.0,8.0,2.3,unknown,2.0,32.0,budget,5000.0,10,6.51,720.0,1600.0,60.0,water drop notch,8.0,1.0,5.0,1.0,yes,1024.0,android,11,vivo,0,1,0,11,0,0,1.0
non-expensive,80.0,yes,yes,no,no,no,no,helio,22.0,4.0,2.4,unknown,2.0,32.0,budget,5000.0,0,6.6,720.0,1600.0,60.0,water drop notch,8.0,1.0,5.0,1.0,yes,512.0,android,11,infinix,0,1,0,11,0,0,1.0
expensive,84.0,yes,yes,yes,no,yes,no,google tensor,2.0,8.0,2.8,unknown,8.0,128.0,high-end,4614.0,30,6.4,1080.0,2400.0,90.0,punch hole,50.0,2.0,8.0,1.0,yes,1024.0,android,12,google,1,1,1,12,0,0,3.0
non-expensive,69.0,yes,yes,no,no,no,no,snapdragon,460.0,8.0,1.8,budget,4.0,64.0,mid-range,5750.0,18,6.52,720.0,1560.0,60.0,punch hole,13.0,3.0,8.0,1.0,yes,1024.0,android,10,oneplus,0,1,0,10,0,0,2.0
non-expensive,80.0,yes,yes,no,no,no,no,other,3.0,8.0,2.4,unknown,6.0,128.0,unknown,5000.0,0,6.58,1080.0,2400.0,90.0,unknown,50.0,0.0,16.0,0.0,yes,1024.0,android,12,itel,0,1,0,12,0,0,0.0
non-expensive,62.25,yes,yes,no,no,no,no,unisoc,2122.5,8.0,1.6,unknown,4.0,64.0,mid-range,5000.0,0,6.5,720.0,1600.0,60.0,water drop notch,8.0,1.0,5.0,1.0,yes,256.0,android,11,realme narzo,0,1,0,11,0,0,2.0
non-expensive,68.0,yes,yes,no,no,no,no,helio,35.0,8.0,2.3,unknown,4.0,64.0,mid-range,5000.0,0,6.53,720.0,1600.0,60.0,water drop notch,13.0,2.0,5.0,1.0,yes,512.0,android,10,xiaomi,0,1,0,10,0,0,2.0
non-expensive,87.0,yes,yes,yes,no,no,yes,snapdragon,695.0,8.0,2.2,unknown,8.0,256.0,high-end,5000.0,67,6.67,1080.0,2400.0,120.0,punch hole,108.0,3.0,16.0,1.0,yes,1024.0,android,11,xiaomi,0,1,1,11,0,0,3.0
non-expensive,75.0,yes,yes,no,no,no,yes,snapdragon,678.0,8.0,2.2,mid-range,4.0,64.0,mid-range,5000.0,33,6.43,1080.0,2400.0,60.0,punch hole,48.0,1.0,13.0,1.0,yes,512.0,android,11,xiaomi,0,1,0,11,0,0,2.0
expensive,88.0,yes,yes,yes,no,yes,yes,dimensity,2122.5,8.0,3.05,unknown,8.0,128.0,high-end,4810.0,120,6.78,1260.0,2800.0,120.0,punch hole,50.0,3.0,32.0,1.0,no,1024.0,android,13,vivo,1,0,1,13,0,0,3.0
non-expensive,83.0,yes,yes,yes,no,no,no,dimensity,900.0,8.0,2.4,unknown,8.0,128.0,high-end,4500.0,44,6.44,1080.0,2408.0,90.0,water drop notch,64.0,3.0,50.0,1.0,yes,1024.0,android,12,vivo,0,1,1,12,0,0,3.0
non-expensive,78.0,yes,yes,no,no,no,no,other,2.0,8.0,2.4,unknown,6.0,128.0,mid-range,5000.0,25,6.6,1080.0,2408.0,60.0,water drop notch,50.0,1.0,8.0,1.0,yes,1024.0,android,12,samsung,0,1,0,12,0,0,2.0
expensive,80.0,yes,yes,yes,no,no,no,snapdragon,1215.9783989834816,8.0,2.4,unknown,12.0,256.0,flagship,5750.0,65,6.9,1400.0,3200.0,120.0,punch hole,200.0,1.0,32.0,1.0,yes,1024.0,android,12.1,nokia,0,1,1,12,1,0,4.0
expensive,80.0,yes,yes,yes,no,yes,yes,snapdragon,888.0,8.0,2.84,unknown,12.0,256.0,flagship,5020.0,67,8.01,1860.0,2480.0,90.0,no notch,50.0,0.0,16.0,0.0,yes,1024.0,android,10,xiaomi,1,1,1,10,0,0,4.0
non-expensive,84.0,yes,yes,yes,no,yes,no,dimensity,1200.0,8.0,2.4,unknown,8.0,128.0,high-end,4500.0,50,6.43,1080.0,2400.0,120.0,punch hole,64.0,3.0,16.0,1.0,yes,1024.0,android,12,realme,1,1,1,12,0,0,3.0
non-expensive,75.0,yes,yes,yes,no,no,no,dimensity,810.0,8.0,2.4,unknown,4.0,64.0,mid-range,5000.0,18,6.6,1080.0,2408.0,120.0,water drop notch,50.0,1.0,8.0,1.0,yes,1024.0,android,12,infinix,0,1,1,12,0,0,2.0
non-expensive,78.0,yes,yes,yes,no,no,no,snapdragon,695.0,8.0,2.2,mid-range,6.0,128.0,mid-range,5000.0,60,6.6,1080.0,2412.0,120.0,punch hole,50.0,3.0,16.0,1.0,yes,1024.0,android,12,realme,0,1,1,12,0,0,2.0
non-expensive,78.0,yes,yes,yes,no,no,no,snapdragon,695.0,8.0,2.2,unknown,4.0,128.0,mid-range,5000.0,18,6.58,1080.0,2408.0,120.0,water drop notch,50.0,3.0,16.0,1.0,yes,1024.0,android,12,iqoo,0,1,1,12,0,0,2.0
non-expensive,77.0,yes,yes,yes,no,no,no,snapdragon,480.0,8.0,2.4,unknown,6.0,128.0,mid-range,5000.0,18,6.5,1080.0,2400.0,90.0,punch hole,48.0,3.0,8.0,1.0,yes,1024.0,android,11,oppo,0,1,1,11,0,0,2.0
expensive,81.0,yes,yes,yes,no,yes,no,bionic,15.0,6.0,3.22,unknown,6.0,128.0,mid-range,3750.0,0,6.1,1170.0,2532.0,60.0,small notch,12.0,2.0,12.0,1.0,no,1024.0,ios,16,apple,1,0,1,16,0,0,2.0
expensive,63.0,yes,yes,no,no,yes,no,bionic,13.0,6.0,2.65,unknown,3.0,64.0,budget,3750.0,18,4.7,750.0,1334.0,60.0,no notch,12.0,1.0,7.0,1.0,yes,1024.0,android,12,apple,1,1,0,12,0,0,1.0
expensive,87.0,yes,yes,yes,no,no,no,snapdragon,870.0,8.0,3.2,unknown,6.0,128.0,mid-range,5750.0,33,6.51,1080.0,2400.0,144.0,punch hole,200.0,1.0,16.0,1.0,yes,1024.0,android,12,nokia,0,1,1,12,0,0,2.0
expensive,85.0,yes,yes,yes,no,yes,no,snapdragon,8.0,8.0,3.2,flagship,8.0,128.0,high-end,4800.0,150,6.7,1080.0,2412.0,120.0,punch hole,50.0,3.0,16.0,1.0,yes,1024.0,android,12,oneplus,1,1,1,12,0,0,3.0
expensive,78.0,yes,yes,yes,no,yes,no,bionic,16.0,6.0,2.4,unknown,6.0,512.0,mid-range,4323.0,0,6.7,1290.0,2796.0,120.0,no notch,48.0,3.0,12.0,1.0,no,1024.0,ios,16,apple,1,0,1,16,0,0,2.0
non-expensive,75.0,yes,yes,yes,no,no,no,dimensity,700.0,8.0,2.2,unknown,4.0,128.0,mid-range,5000.0,18,6.5,1080.0,2400.0,90.0,punch hole,48.0,3.0,16.0,1.0,yes,1024.0,android,11,realme,0,1,1,11,0,0,2.0
non-expensive,86.0,yes,yes,yes,no,yes,no,snapdragon,695.0,8.0,2.2,unknown,8.0,256.0,high-end,4500.0,33,6.43,1080.0,2400.0,60.0,punch hole,64.0,3.0,16.0,1.0,yes,1024.0,android,12,oppo,1,1,1,12,0,0,3.0
non-expensive,68.0,yes,yes,no,no,no,no,helio,35.0,8.0,2.3,unknown,4.0,64.0,mid-range,5000.0,15,6.5,720.0,1600.0,60.0,water drop notch,13.0,2.0,5.0,1.0,yes,1024.0,android,12,samsung,0,1,0,12,0,0,2.0
non-expensive,72.0,yes,yes,no,no,no,no,helio,35.0,8.0,2.3,unknown,4.0,128.0,mid-range,5000.0,0,6.5,720.0,1600.0,60.0,water drop notch,50.0,2.0,5.0,1.0,yes,1024.0,android,12,samsung,0,1,0,12,0,0,2.0
non-expensive,76.0,yes,yes,yes,no,no,no,dimensity,700.0,8.0,2.2,unknown,6.0,128.0,mid-range,5000.0,33,6.56,720.0,1612.0,90.0,water drop notch,50.0,2.0,8.0,1.0,yes,1024.0,android,12,oppo,0,1,1,12,0,0,2.0
non-expensive,84.0,yes,yes,yes,no,yes,yes,snapdragon,8.0,8.0,3.2,unknown,8.0,128.0,high-end,5500.0,67,6.67,1440.0,3200.0,120.0,punch hole,64.0,3.0,16.0,1.0,yes,1024.0,android,12,xiaomi,1,1,1,12,0,0,3.0
non-expensive,75.0,yes,yes,yes,no,no,no,dimensity,900.0,8.0,2.4,mid-range,8.0,128.0,high-end,4300.0,66,6.67,1080.0,2340.0,120.0,punch hole,64.0,3.0,16.0,1.0,yes,1024.0,android,12,honor,0,1,1,12,0,0,3.0
non-expensive,75.0,yes,yes,no,no,no,no,helio,35.0,8.0,2.3,unknown,6.0,128.0,mid-range,5000.0,15,6.5,720.0,1560.0,60.0,water drop notch,48.0,1.0,8.0,1.0,yes,1024.0,android,10,samsung,0,1,0,10,0,0,2.0
non-expensive,71.0,yes,yes,no,no,no,no,other,700.0,8.0,1.8,unknown,4.0,64.0,mid-range,5000.0,0,6.5,720.0,1600.0,90.0,punch hole,48.0,3.0,8.0,1.0,yes,1024.0,android,11,motorola,0,1,0,11,0,0,2.0
non-expensive,64.0,yes,yes,no,no,no,no,other,612.0,8.0,1.82,unknown,4.0,64.0,mid-range,5000.0,10,6.5,720.0,1600.0,60.0,water drop notch,8.0,1.0,5.0,1.0,yes,1024.0,android,11,realme narzo,0,1,0,11,0,0,2.0
non-expensive,84.0,yes,yes,no,no,yes,no,helio,96.0,8.0,2.05,unknown,8.0,128.0,high-end,5000.0,33,6.8,1080.0,2460.0,120.0,punch hole,64.0,3.0,32.0,1.0,yes,512.0,android,12,tecno,1,1,0,12,0,0,3.0
non-expensive,72.0,yes,yes,no,no,no,no,helio,35.0,8.0,2.3,unknown,4.0,64.0,mid-range,5000.0,18,6.6,1080.0,2408.0,60.0,water drop notch,50.0,2.0,8.0,1.0,yes,1024.0,android,12,tecno,0,1,0,12,0,0,2.0
non-expensive,79.0,yes,yes,yes,no,no,no,dimensity,700.0,8.0,2.2,unknown,8.0,128.0,high-end,5000.0,33,6.6,1080.0,2408.0,90.0,water drop notch,50.0,2.0,8.0,1.0,yes,1024.0,android,12,realme,0,1,1,12,0,0,3.0
non-expensive,83.0,yes,yes,yes,no,no,yes,snapdragon,695.0,8.0,2.2,unknown,6.0,128.0,mid-range,5000.0,67,6.67,1080.0,2400.0,120.0,punch hole,108.0,3.0,16.0,1.0,yes,1024.0,android,11,xiaomi,0,1,1,11,0,0,2.0
non-expensive,69.0,yes,yes,no,no,no,no,helio,35.0,8.0,2.3,unknown,4.0,64.0,mid-range,5000.0,0,6.52,720.0,1600.0,60.0,water drop notch,13.0,3.0,8.0,1.0,yes,1024.0,android,11,oppo,0,1,0,11,0,0,2.0
non-expensive,79.0,yes,yes,no,no,no,no,snapdragon,680.0,8.0,2.4,mid-range,6.0,128.0,mid-range,5000.0,44,6.44,1080.0,2408.0,60.0,water drop notch,50.0,3.0,16.0,1.0,yes,1024.0,android,12,vivo,0,1,0,12,0,0,2.0
non-expensive,85.0,yes,yes,no,no,no,no,snapdragon,720.0,8.0,2.3,high-end,8.0,128.0,high-end,4500.0,65,6.4,1080.0,2400.0,60.0,punch hole,64.0,1.0,32.0,1.0,yes,256.0,android,10,realme,0,1,0,10,0,0,3.0
expensive,82.0,yes,yes,yes,no,yes,no,bionic,15.0,6.0,3.22,unknown,6.0,128.0,mid-range,4325.0,0,6.7,1284.0,2778.0,60.0,small notch,12.0,2.0,12.0,1.0,no,1024.0,ios,16,apple,1,0,1,16,0,0,2.0
expensive,86.0,yes,yes,yes,no,yes,yes,snapdragon,888.0,8.0,2.84,unknown,8.0,128.0,high-end,5000.0,120,6.67,1080.0,2400.0,120.0,punch hole,108.0,3.0,16.0,1.0,yes,1024.0,android,12,xiaomi,1,1,1,12,0,0,3.0
non-expensive,85.0,yes,yes,yes,no,no,no,snapdragon,870.0,8.0,3.2,unknown,8.0,128.0,high-end,4700.0,80,6.62,1080.0,2400.0,120.0,punch hole,64.0,3.0,16.0,1.0,yes,1024.0,android,12,vivo,0,1,1,12,0,0,3.0
non-expensive,66.0,yes,yes,no,no,no,no,helio,35.0,8.0,2.3,unknown,3.0,64.0,budget,5000.0,0,6.5,720.0,1600.0,60.0,water drop notch,13.0,2.0,5.0,1.0,yes,1024.0,android,12,samsung,0,1,0,12,0,0,1.0
expensive,84.0,yes,yes,yes,no,no,no,snapdragon,1215.9783989834816,8.0,2.4,unknown,8.0,256.0,high-end,5000.0,80,6.67,1080.0,2400.0,120.0,punch hole,64.0,3.0,32.0,1.0,yes,1024.0,android,13,vivo,0,1,1,13,0,0,3.0
expensive,87.0,yes,yes,yes,no,yes,no,dimensity,2122.5,8.0,3.2,flagship,12.0,256.0,flagship,4800.0,100,6.7,1080.0,2400.0,120.0,punch hole,64.0,3.0,32.0,1.0,yes,1024.0,android,12,vivo,1,1,1,12,0,0,4.0
non-expensive,86.0,yes,yes,no,no,no,no,snapdragon,720.0,8.0,2.3,unknown,8.0,128.0,high-end,4500.0,25,6.5,1080.0,2400.0,90.0,punch hole,64.0,1.0,32.0,1.0,yes,1024.0,android,11,samsung,0,1,0,11,0,0,3.0
non-expensive,80.0,yes,yes,no,no,no,no,other,1215.9783989834816,8.0,2.4,unknown,6.0,128.0,unknown,5000.0,0,6.58,1080.0,2400.0,90.0,unknown,50.0,0.0,16.0,0.0,yes,1024.0,android,12,nokia,0,1,0,12,0,0,0.0
non-expensive,84.0,yes,yes,no,no,yes,no,snapdragon,680.0,8.0,2.4,unknown,8.0,128.0,high-end,4000.0,66,6.78,1080.0,2388.0,90.0,punch hole,108.0,1.0,16.0,1.0,yes,1024.0,android,11,huawei,1,1,0,11,0,0,3.0
non-expensive,77.0,yes,yes,no,no,yes,yes,snapdragon,732.0,8.0,2.3,high-end,6.0,128.0,mid-range,5000.0,67,6.67,1080.0,2400.0,120.0,punch hole,50.0,3.0,16.0,1.0,yes,1024.0,android,12,xiaomi,1,1,0,12,0,0,2.0
non-expensive,62.25,yes,yes,no,no,no,no,exynos,1330.0,8.0,2.4,unknown,4.0,64.0,mid-range,5750.0,0,6.5,720.0,1600.0,60.0,water drop notch,48.0,3.0,8.0,1.0,yes,512.0,android,13,samsung,0,1,0,13,0,0,2.0
non-expensive,80.0,yes,yes,yes,no,yes,no,snapdragon,778.0,8.0,2.5,high-end,6.0,128.0,mid-range,5000.0,33,6.55,1080.0,2400.0,120.0,punch hole,50.0,2.0,16.0,1.0,yes,1024.0,android,12,nothing,1,1,1,12,0,0,2.0
non-expensive,84.0,yes,yes,no,no,yes,no,snapdragon,732.0,8.0,2.3,unknown,6.0,128.0,mid-range,5750.0,20,6.78,1080.0,2460.0,120.0,punch hole,108.0,3.0,32.0,1.0,yes,1024.0,android,11,motorola,1,1,0,11,0,0,2.0
non-expensive,82.0,yes,yes,yes,no,yes,yes,dimensity,2122.5,8.0,3.1,unknown,8.0,128.0,high-end,5000.0,120,6.78,1080.0,2400.0,120.0,punch hole,64.0,3.0,16.0,1.0,yes,1024.0,android,12,iqoo,1,1,1,12,0,0,3.0
non-expensive,80.0,yes,yes,no,no,no,no,unisoc,1215.9783989834816,8.0,2.4,unknown,4.0,32.0,mid-range,4000.0,0,6.5,720.0,1560.0,60.0,small notch,13.0,1.0,8.0,1.0,yes,1024.0,android,12,letv,0,1,0,12,0,0,2.0
expensive,83.0,yes,yes,yes,no,yes,no,bionic,15.0,6.0,3.22,unknown,6.0,256.0,mid-range,3750.0,0,6.1,1170.0,2532.0,120.0,large notch,12.0,3.0,12.0,1.0,no,1024.0,ios,15.0,apple,1,0,1,15,0,0,2.0
non-expensive,63.0,yes,yes,no,no,no,no,helio,37.0,8.0,2.3,unknown,3.0,64.0,budget,5000.0,0,6.6,720.0,1600.0,90.0,water drop notch,13.0,1.0,8.0,1.0,yes,256.0,android,12,tecno,0,1,0,12,0,0,1.0
non-expensive,84.0,yes,yes,no,no,no,no,helio,96.0,8.0,2.05,unknown,8.0,128.0,high-end,4500.0,120,6.7,1080.0,2400.0,120.0,punch hole,108.0,3.0,16.0,1.0,yes,256.0,android,12,infinix,0,1,0,12,0,0,3.0
expensive,89.0,yes,yes,yes,no,yes,no,exynos,1280.0,8.0,2.4,mid-range,8.0,256.0,high-end,5000.0,25,6.5,1080.0,2400.0,120.0,punch hole,64.0,1.0,32.0,1.0,yes,1024.0,android,12,samsung,1,1,1,12,0,0,3.0
non-expensive,80.0,yes,yes,yes,no,no,no,dimensity,810.0,8.0,2.4,unknown,6.0,128.0,mid-range,5000.0,33,6.5,1080.0,2400.0,90.0,punch hole,64.0,3.0,16.0,1.0,yes,1024.0,android,11,realme,0,1,1,11,0,0,2.0
expensive,75.0,yes,yes,yes,no,yes,no,bionic,14.0,6.0,3.1,unknown,4.0,256.0,mid-range,5000.0,0,6.58,1080.0,2400.0,90.0,unknown,50.0,0.0,16.0,0.0,yes,1024.0,android,12,apple,1,1,1,12,0,0,2.0
non-expensive,63.0,yes,yes,no,no,no,no,helio,25.0,8.0,2.4,unknown,3.0,64.0,budget,5000.0,0,6.82,720.0,1600.0,60.0,water drop notch,8.0,1.0,5.0,1.0,yes,512.0,android,12,infinix,0,1,0,12,0,0,1.0
non-expensive,82.0,yes,yes,yes,no,no,no,snapdragon,695.0,8.0,2.2,unknown,8.0,128.0,high-end,5000.0,33,6.6,1080.0,2412.0,120.0,punch hole,64.0,3.0,16.0,1.0,yes,256.0,android,12,realme,0,1,1,12,0,0,3.0
non-expensive,67.0,yes,yes,no,no,yes,no,other,1215.9783989834816,8.0,2.4,unknown,4.0,64.0,mid-range,5000.0,25,6.62,2408.0,1080.0,60.0,punch hole,50.0,3.0,16.0,1.0,yes,1024.0,android,13,samsung,1,1,0,13,0,0,2.0
non-expensive,67.0,no,yes,no,no,yes,no,snapdragon,670.0,8.0,2.4,mid-range,4.0,64.0,mid-range,3750.0,18,6.0,1080.0,2160.0,60.0,no notch,2.0,1.0,8.0,1.0,yes,1024.0,android,12,google,1,1,0,12,0,0,2.0
expensive,86.0,yes,yes,yes,no,yes,no,dimensity,2122.5,8.0,2.85,unknown,8.0,128.0,high-end,5000.0,80,6.7,1080.0,2412.0,120.0,punch hole,50.0,3.0,16.0,1.0,yes,1024.0,android,12,oneplus,1,1,1,12,0,0,3.0
non-expensive,73.0,yes,yes,yes,no,no,no,dimensity,700.0,8.0,2.2,unknown,6.0,128.0,mid-range,5000.0,0,6.5,720.0,1600.0,60.0,water drop notch,13.0,2.0,8.0,1.0,yes,1024.0,android,11,oppo,0,1,1,11,0,0,2.0
non-expensive,81.0,yes,yes,no,no,no,yes,snapdragon,732.0,8.0,2.3,unknown,6.0,64.0,mid-range,5020.0,33,6.67,1080.0,2400.0,120.0,punch hole,108.0,1.0,16.0,1.0,yes,512.0,android,11,xiaomi,0,1,0,11,0,0,2.0
non-expensive,71.0,yes,yes,no,no,no,no,helio,35.0,8.0,2.3,unknown,4.0,128.0,mid-range,5000.0,33,6.56,720.0,1600.0,60.0,water drop notch,50.0,1.0,8.0,1.0,yes,1024.0,android,12,oppo,0,1,0,12,0,0,2.0
non-expensive,73.0,yes,yes,no,no,no,no,exynos,850.0,8.0,2.4,unknown,4.0,64.0,mid-range,5750.0,15,6.5,720.0,1600.0,90.0,water drop notch,48.0,1.0,8.0,1.0,yes,512.0,android,11,samsung,0,1,0,11,0,0,2.0
non-expensive,65.0,yes,yes,no,no,no,no,helio,37.0,8.0,2.3,unknown,4.0,64.0,mid-range,5000.0,0,6.6,720.0,1600.0,90.0,water drop notch,13.0,1.0,8.0,1.0,yes,256.0,android,12,tecno,0,1,0,12,0,0,2.0
non-expensive,83.0,yes,yes,yes,no,no,no,snapdragon,695.0,8.0,2.2,unknown,8.0,128.0,high-end,5000.0,18,6.58,1080.0,2408.0,120.0,water drop notch,50.0,3.0,16.0,1.0,yes,1024.0,android,12,vivo,0,1,1,12,0,0,3.0
non-expensive,85.0,yes,yes,yes,no,yes,no,snapdragon,870.0,8.0,3.2,flagship,8.0,128.0,high-end,4600.0,66,6.78,1080.0,2400.0,120.0,punch hole,64.0,3.0,50.0,1.0,yes,1024.0,android,12,vivo,1,1,1,12,0,0,3.0
